"RecordNumber","Zipcode","ZipCodeType","City","State","LocationType","Lat","Long","Xaxis","Yaxis","Zaxis","WorldRegion","Country","LocationText","Location","Decommisioned","TaxReturnsFiled","EstimatedPopulation","TotalWages","Notes"
2681,"00754","STANDARD","CIUDAD MASSO","PR","NOT ACCEPTABLE",18.19,-65.96,0.38,-0.86,0.31,"NA","US","Ciudad Masso, PR","NA-US-PR-CIUDAD MASSO","false",,,,
2682,"00754","STANDARD","EXT ALT DE SAN LORENZO","PR","NOT ACCEPTABLE",18.19,-65.96,0.38,-0.86,0.31,"NA","US","Ext Alt De San Lorenzo, PR","NA-US-PR-EXT ALT DE SAN LORENZO","false",,,,
2683,"00754","STANDARD","EXT BDA ROOSEVELT","PR","NOT ACCEPTABLE",18.19,-65.96,0.38,-0.86,0.31,"NA","US","Ext Bda Roosevelt, PR","NA-US-PR-EXT BDA ROOSEVELT","false",,,,
2684,"00754","STANDARD","EXT JARD DE SAN LORENZO","PR","NOT ACCEPTABLE",18.19,-65.96,0.38,-0.86,0.31,"NA","US","Ext Jard De San Lorenzo, PR","NA-US-PR-EXT JARD DE SAN LORENZO","false",,,,
2685,"00754","STANDARD","EXT TAMARINDO","PR","NOT ACCEPTABLE",18.19,-65.96,0.38,-0.86,0.31,"NA","US","Ext Tamarindo, PR","NA-US-PR-EXT TAMARINDO","false",,,,
2686,"00754","STANDARD","HACIENDA FLORIDA","PR","NOT ACCEPTABLE",18.19,-65.96,0.38,-0.86,0.31,"NA","US","Hacienda Florida, PR","NA-US-PR-HACIENDA FLORIDA","false",,,,
2687,"00754","STANDARD","JARD DE CERRO GORDO","PR","NOT ACCEPTABLE",18.19,-65.96,0.38,-0.86,0.31,"NA","US","Jard De Cerro Gordo, PR","NA-US-PR-JARD DE CERRO GORDO","false",,,,
2688,"00754","STANDARD","JARD DE SAN LORENZO","PR","NOT ACCEPTABLE",18.19,-65.96,0.38,-0.86,0.31,"NA","US","Jard De San Lorenzo, PR","NA-US-PR-JARD DE SAN LORENZO","false",,,,
2689,"00754","STANDARD","PASEO DE LAS FLORES","PR","NOT ACCEPTABLE",18.19,-65.96,0.38,-0.86,0.31,"NA","US","Paseo De Las Flores, PR","NA-US-PR-PASEO DE LAS FLORES","false",,,,
2690,"00754","STANDARD","PASEO DE SAN LORENZO","PR","NOT ACCEPTABLE",18.19,-65.96,0.38,-0.86,0.31,"NA","US","Paseo De San Lorenzo, PR","NA-US-PR-PASEO DE SAN LORENZO","false",,,,
2691,"00754","STANDARD","URB LOS CAMINOS","PR","NOT ACCEPTABLE",18.19,-65.96,0.38,-0.86,0.31,"NA","US","Urb Los Caminos, PR","NA-US-PR-URB LOS CAMINOS","false",,,,
2692,"00754","STANDARD","URB LOS FLAMBOYANES","PR","NOT ACCEPTABLE",18.19,-65.96,0.38,-0.86,0.31,"NA","US","Urb Los Flamboyanes, PR","NA-US-PR-URB LOS FLAMBOYANES","false",,,,
2693,"00754","STANDARD","URB MASSO","PR","NOT ACCEPTABLE",18.19,-65.96,0.38,-0.86,0.31,"NA","US","Urb Masso, PR","NA-US-PR-URB MASSO","false",,,,
2694,"00754","STANDARD","URB MONTE REY","PR","NOT ACCEPTABLE",18.19,-65.96,0.38,-0.86,0.31,"NA","US","Urb Monte Rey, PR","NA-US-PR-URB MONTE REY","false",,,,
2695,"00754","STANDARD","URB MUNOZ MARIN","PR","NOT ACCEPTABLE",18.19,-65.96,0.38,-0.86,0.31,"NA","US","Urb Munoz Marin, PR","NA-US-PR-URB MUNOZ MARIN","false",,,,
2696,"00754","STANDARD","URB PORTAL DEL SOL","PR","NOT ACCEPTABLE",18.19,-65.96,0.38,-0.86,0.31,"NA","US","Urb Portal Del Sol, PR","NA-US-PR-URB PORTAL DEL SOL","false",,,,
2697,"00754","STANDARD","URB SAN LORENZO VALLEY","PR","NOT ACCEPTABLE",18.19,-65.96,0.38,-0.86,0.31,"NA","US","Urb San Lorenzo Valley, PR","NA-US-PR-URB SAN LORENZO VALLEY","false",,,,
2698,"00754","STANDARD","URB SANTA CLARA","PR","NOT ACCEPTABLE",18.19,-65.96,0.38,-0.86,0.31,"NA","US","Urb Santa Clara, PR","NA-US-PR-URB SANTA CLARA","false",,,,
2699,"00754","STANDARD","URB SAVANNAH REAL","PR","NOT ACCEPTABLE",18.19,-65.96,0.38,-0.86,0.31,"NA","US","Urb Savannah Real, PR","NA-US-PR-URB SAVANNAH REAL","false",,,,
2700,"00754","STANDARD","URB TAMARINDO 1","PR","NOT ACCEPTABLE",18.19,-65.96,0.38,-0.86,0.31,"NA","US","Urb Tamarindo 1, PR","NA-US-PR-URB TAMARINDO 1","false",,,,
2701,"00754","STANDARD","VILLAS DEL HATO","PR","NOT ACCEPTABLE",18.19,-65.96,0.38,-0.86,0.31,"NA","US","Villas Del Hato, PR","NA-US-PR-VILLAS DEL HATO","false",,,,
2702,"00754","STANDARD","VISTAS DE SAN LORENZO","PR","NOT ACCEPTABLE",18.19,-65.96,0.38,-0.86,0.31,"NA","US","Vistas De San Lorenzo, PR","NA-US-PR-VISTAS DE SAN LORENZO","false",,,,
2703,"00685","STANDARD","SAN SEBASTIAN","PR","PRIMARY",18.33,-66.99,0.37,-0.87,0.31,"NA","US","San Sebastian, PR","NA-US-PR-SAN SEBASTIAN","false",,,,
2704,"00685","STANDARD","BDA CHINTO RODON","PR","NOT ACCEPTABLE",18.33,-66.99,0.37,-0.87,0.31,"NA","US","Bda Chinto Rodon, PR","NA-US-PR-BDA CHINTO RODON","false",,,,
2705,"00685","STANDARD","BDA ESTALINGRADO","PR","NOT ACCEPTABLE",18.33,-66.99,0.37,-0.87,0.31,"NA","US","Bda Estalingrado, PR","NA-US-PR-BDA ESTALINGRADO","false",,,,
2706,"00685","STANDARD","BDA PARALELO 38","PR","NOT ACCEPTABLE",18.33,-66.99,0.37,-0.87,0.31,"NA","US","Bda Paralelo 38, PR","NA-US-PR-BDA PARALELO 38","false",,,,
2707,"00685","STANDARD","BDA PUEBLO NUEVO","PR","NOT ACCEPTABLE",18.33,-66.99,0.37,-0.87,0.31,"NA","US","Bda Pueblo Nuevo, PR","NA-US-PR-BDA PUEBLO NUEVO","false",,,,
2708,"00685","STANDARD","BDA TABLASTILLA","PR","NOT ACCEPTABLE",18.33,-66.99,0.37,-0.87,0.31,"NA","US","Bda Tablastilla, PR","NA-US-PR-BDA TABLASTILLA","false",,,,
2709,"00685","STANDARD","COLINAS VERDES","PR","NOT ACCEPTABLE",18.33,-66.99,0.37,-0.87,0.31,"NA","US","Colinas Verdes, PR","NA-US-PR-COLINAS VERDES","false",,,,
2710,"00685","STANDARD","COMUNIDAD GONZALEZ","PR","NOT ACCEPTABLE",18.33,-66.99,0.37,-0.87,0.31,"NA","US","Comunidad Gonzalez, PR","NA-US-PR-COMUNIDAD GONZALEZ","false",,,,
2711,"00685","STANDARD","EXT VILLA RITA","PR","NOT ACCEPTABLE",18.33,-66.99,0.37,-0.87,0.31,"NA","US","Ext Villa Rita, PR","NA-US-PR-EXT VILLA RITA","false",,,,
2712,"00685","STANDARD","JARD GUATEMALA","PR","NOT ACCEPTABLE",18.33,-66.99,0.37,-0.87,0.31,"NA","US","Jard Guatemala, PR","NA-US-PR-JARD GUATEMALA","false",,,,
2713,"00685","STANDARD","REPTO PIN MENDEZ","PR","NOT ACCEPTABLE",18.33,-66.99,0.37,-0.87,0.31,"NA","US","Repto Pin Mendez, PR","NA-US-PR-REPTO PIN MENDEZ","false",,,,
2714,"00685","STANDARD","URB CHINTO RODON","PR","NOT ACCEPTABLE",18.33,-66.99,0.37,-0.87,0.31,"NA","US","Urb Chinto Rodon, PR","NA-US-PR-URB CHINTO RODON","false",,,,
2715,"00685","STANDARD","URB EL CULEBRINA","PR","NOT ACCEPTABLE",18.33,-66.99,0.37,-0.87,0.31,"NA","US","Urb El Culebrina, PR","NA-US-PR-URB EL CULEBRINA","false",,,,
2716,"00685","STANDARD","URB EL GUAYABAL","PR","NOT ACCEPTABLE",18.33,-66.99,0.37,-0.87,0.31,"NA","US","Urb El Guayabal, PR","NA-US-PR-URB EL GUAYABAL","false",,,,
2717,"00685","STANDARD","URB LA ESTANCIA","PR","NOT ACCEPTABLE",18.33,-66.99,0.37,-0.87,0.31,"NA","US","Urb La Estancia, PR","NA-US-PR-URB LA ESTANCIA","false",,,,
2718,"00685","STANDARD","URB LOS ALAMOS","PR","NOT ACCEPTABLE",18.33,-66.99,0.37,-0.87,0.31,"NA","US","Urb Los Alamos, PR","NA-US-PR-URB LOS ALAMOS","false",,,,
2719,"00685","STANDARD","URB OLIVENCIA","PR","NOT ACCEPTABLE",18.33,-66.99,0.37,-0.87,0.31,"NA","US","Urb Olivencia, PR","NA-US-PR-URB OLIVENCIA","false",,,,
2720,"00685","STANDARD","URB PEDRO T LABAYEN","PR","NOT ACCEPTABLE",18.33,-66.99,0.37,-0.87,0.31,"NA","US","Urb Pedro T Labayen, PR","NA-US-PR-URB PEDRO T LABAYEN","false",,,,
2721,"00685","STANDARD","URB PEPINO","PR","NOT ACCEPTABLE",18.33,-66.99,0.37,-0.87,0.31,"NA","US","Urb Pepino, PR","NA-US-PR-URB PEPINO","false",,,,
2722,"00685","STANDARD","URB VENTURINI","PR","NOT ACCEPTABLE",18.33,-66.99,0.37,-0.87,0.31,"NA","US","Urb Venturini, PR","NA-US-PR-URB VENTURINI","false",,,,
2723,"00685","STANDARD","VALLE VERDE","PR","NOT ACCEPTABLE",18.33,-66.99,0.37,-0.87,0.31,"NA","US","Valle Verde, PR","NA-US-PR-VALLE VERDE","false",,,,
2724,"00685","STANDARD","VILLA RITA","PR","NOT ACCEPTABLE",18.33,-66.99,0.37,-0.87,0.31,"NA","US","Villa Rita, PR","NA-US-PR-VILLA RITA","false",,,,
2725,"00685","STANDARD","VILLAS DE PIEDRA BLANCA","PR","NOT ACCEPTABLE",18.33,-66.99,0.37,-0.87,0.31,"NA","US","Villas De Piedra Blanca, PR","NA-US-PR-VILLAS DE PIEDRA BLANCA","false",,,,
2726,"00757","STANDARD","SANTA ISABEL","PR","PRIMARY",17.97,-66.40,0.38,-0.87,0.30,"NA","US","Santa Isabel, PR","NA-US-PR-SANTA ISABEL","false",,,,
2727,"00757","STANDARD","ALT DE SANTA ISABEL","PR","NOT ACCEPTABLE",17.97,-66.40,0.38,-0.87,0.30,"NA","US","Alt De Santa Isabel, PR","NA-US-PR-ALT DE SANTA ISABEL","false",,,,
2728,"00757","STANDARD","BRISAS DEL PRADO","PR","NOT ACCEPTABLE",17.97,-66.40,0.38,-0.87,0.30,"NA","US","Brisas Del Prado, PR","NA-US-PR-BRISAS DEL PRADO","false",,,,
2729,"00757","STANDARD","EST DE SANTA ISABEL","PR","NOT ACCEPTABLE",17.97,-66.40,0.38,-0.87,0.30,"NA","US","Est De Santa Isabel, PR","NA-US-PR-EST DE SANTA ISABEL","false",,,,
2730,"00757","STANDARD","EXT BDA MONSERRATE","PR","NOT ACCEPTABLE",17.97,-66.40,0.38,-0.87,0.30,"NA","US","Ext Bda Monserrate, PR","NA-US-PR-EXT BDA MONSERRATE","false",,,,
2731,"00757","STANDARD","HACIENDA CONCORDIA","PR","NOT ACCEPTABLE",17.97,-66.40,0.38,-0.87,0.30,"NA","US","Hacienda Concordia, PR","NA-US-PR-HACIENDA CONCORDIA","false",,,,
2732,"00757","STANDARD","PASEO JACARANDA","PR","NOT ACCEPTABLE",17.97,-66.40,0.38,-0.87,0.30,"NA","US","Paseo Jacaranda, PR","NA-US-PR-PASEO JACARANDA","false",,,,
2733,"00757","STANDARD","PRADERAS DEL SUR","PR","NOT ACCEPTABLE",17.97,-66.40,0.38,-0.87,0.30,"NA","US","Praderas Del Sur, PR","NA-US-PR-PRADERAS DEL SUR","false",,,,
2734,"00757","STANDARD","URB ALBORADA","PR","NOT ACCEPTABLE",17.97,-66.40,0.38,-0.87,0.30,"NA","US","Urb Alborada, PR","NA-US-PR-URB ALBORADA","false",,,,
2735,"00757","STANDARD","URB LOS LLANOS","PR","NOT ACCEPTABLE",17.97,-66.40,0.38,-0.87,0.30,"NA","US","Urb Los Llanos, PR","NA-US-PR-URB LOS LLANOS","false",,,,
2736,"00757","STANDARD","VALLE COSTERO","PR","NOT ACCEPTABLE",17.97,-66.40,0.38,-0.87,0.30,"NA","US","Valle Costero, PR","NA-US-PR-VALLE COSTERO","false",,,,
2737,"00757","STANDARD","VILLA SERENA","PR","NOT ACCEPTABLE",17.97,-66.40,0.38,-0.87,0.30,"NA","US","Villa Serena, PR","NA-US-PR-VILLA SERENA","false",,,,
2738,"00953","STANDARD","TOA ALTA","PR","PRIMARY",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Toa Alta, PR","NA-US-PR-TOA ALTA","false",,,,
2739,"00953","STANDARD","ALT DE BUCABARONES","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Alt De Bucabarones, PR","NA-US-PR-ALT DE BUCABARONES","false",,,,
2740,"00953","STANDARD","ALTS DE MONTECASINO","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Alts De Montecasino, PR","NA-US-PR-ALTS DE MONTECASINO","false",,,,
2741,"00953","STANDARD","ALTS DEL TOA","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Alts Del Toa, PR","NA-US-PR-ALTS DEL TOA","false",,,,
2742,"00953","STANDARD","BRISAS DE MONTECASINO","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Brisas De Montecasino, PR","NA-US-PR-BRISAS DE MONTECASINO","false",,,,
2743,"00953","STANDARD","CIUDAD JARDIN I","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Ciudad Jardin I, PR","NA-US-PR-CIUDAD JARDIN I","false",,,,
2744,"00953","STANDARD","CIUDAD JARDIN II","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Ciudad Jardin Ii, PR","NA-US-PR-CIUDAD JARDIN II","false",,,,
2745,"00953","STANDARD","CIUDAD JARDIN III","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Ciudad Jardin Iii, PR","NA-US-PR-CIUDAD JARDIN III","false",,,,
2746,"00953","STANDARD","COLINAS DE PLATA","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Colinas De Plata, PR","NA-US-PR-COLINAS DE PLATA","false",,,,
2747,"00953","STANDARD","EST DE LA FUENTE","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Est De La Fuente, PR","NA-US-PR-EST DE LA FUENTE","false",,,,
2748,"00953","STANDARD","HACIENDA EL PILAR","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Hacienda El Pilar, PR","NA-US-PR-HACIENDA EL PILAR","false",,,,
2749,"00953","STANDARD","HACIENDAS DE BORINQUEN","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Haciendas De Borinquen, PR","NA-US-PR-HACIENDAS DE BORINQUEN","false",,,,
2750,"00953","STANDARD","JARD DE CASABLANCA","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Jard De Casablanca, PR","NA-US-PR-JARD DE CASABLANCA","false",,,,
2751,"00953","STANDARD","JARD DE ESCORIAL","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Jard De Escorial, PR","NA-US-PR-JARD DE ESCORIAL","false",,,,
2752,"00953","STANDARD","JARD DE LA FUENTE","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Jard De La Fuente, PR","NA-US-PR-JARD DE LA FUENTE","false",,,,
2753,"00953","STANDARD","JARD DE MEDITERRANEO","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Jard De Mediterraneo, PR","NA-US-PR-JARD DE MEDITERRANEO","false",,,,
2754,"00953","STANDARD","JARD DE TOA ALTA","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Jard De Toa Alta, PR","NA-US-PR-JARD DE TOA ALTA","false",,,,
2755,"00953","STANDARD","MANS DE MONTECASINO I","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Mans De Montecasino I, PR","NA-US-PR-MANS DE MONTECASINO I","false",,,,
2756,"00953","STANDARD","MANS DE MONTECASINO II","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Mans De Montecasino Ii, PR","NA-US-PR-MANS DE MONTECASINO II","false",,,,
2757,"00953","STANDARD","MANS DEL TOA","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Mans Del Toa, PR","NA-US-PR-MANS DEL TOA","false",,,,
2758,"00953","STANDARD","PRADERAS DEL RIO","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Praderas Del Rio, PR","NA-US-PR-PRADERAS DEL RIO","false",,,,
2759,"00953","STANDARD","QTAS DE PLAZA AQUARIUM","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Qtas De Plaza Aquarium, PR","NA-US-PR-QTAS DE PLAZA AQUARIUM","false",,,,
2760,"00953","STANDARD","REPTO SAN JOSE","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Repto San Jose, PR","NA-US-PR-REPTO SAN JOSE","false",,,,
2761,"00953","STANDARD","SECT LOS RODRIGUEZ","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Sect Los Rodriguez, PR","NA-US-PR-SECT LOS RODRIGUEZ","false",,,,
2762,"00953","STANDARD","TERR DEL TOA","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Terr Del Toa, PR","NA-US-PR-TERR DEL TOA","false",,,,
2763,"00953","STANDARD","URB CASITAS DE LA FUENTE","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Urb Casitas De La Fuente, PR","NA-US-PR-URB CASITAS DE LA FUENTE","false",,,,
2764,"00953","STANDARD","URB FUENTEBELLA","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Urb Fuentebella, PR","NA-US-PR-URB FUENTEBELLA","false",,,,
2765,"00953","STANDARD","URB LA PROVIDENCIA","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Urb La Providencia, PR","NA-US-PR-URB LA PROVIDENCIA","false",,,,
2766,"00953","STANDARD","URB LAS CASCADAS","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Urb Las Cascadas, PR","NA-US-PR-URB LAS CASCADAS","false",,,,
2767,"00953","STANDARD","URB LOS ARBOLES","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Urb Los Arboles, PR","NA-US-PR-URB LOS ARBOLES","false",,,,
2768,"00953","STANDARD","URB MADELAINE","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Urb Madelaine, PR","NA-US-PR-URB MADELAINE","false",,,,
2769,"00953","STANDARD","URB MONTE LAGO EST","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Urb Monte Lago Est, PR","NA-US-PR-URB MONTE LAGO EST","false",,,,
2770,"00953","STANDARD","URB MONTE SOL","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Urb Monte Sol, PR","NA-US-PR-URB MONTE SOL","false",,,,
2771,"00953","STANDARD","URB MONTE VERDE","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Urb Monte Verde, PR","NA-US-PR-URB MONTE VERDE","false",,,,
2772,"00953","STANDARD","URB MONTECASINO","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Urb Montecasino, PR","NA-US-PR-URB MONTECASINO","false",,,,
2773,"00953","STANDARD","URB MONTECASINO HTS","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Urb Montecasino Hts, PR","NA-US-PR-URB MONTECASINO HTS","false",,,,
2774,"00953","STANDARD","URB PALACIO IMPERIAL","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Urb Palacio Imperial, PR","NA-US-PR-URB PALACIO IMPERIAL","false",,,,
2775,"00953","STANDARD","URB PALACIOS DE MARBELLA","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Urb Palacios De Marbella, PR","NA-US-PR-URB PALACIOS DE MARBELLA","false",,,,
2776,"00953","STANDARD","URB PALACIOS DE VERSALLES","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Urb Palacios De Versalles, PR","NA-US-PR-URB PALACIOS DE VERSALLES","false",,,,
2777,"00953","STANDARD","URB PALACIOS DEL MONTE","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Urb Palacios Del Monte, PR","NA-US-PR-URB PALACIOS DEL MONTE","false",,,,
2778,"00953","STANDARD","URB PALACIOS DEL RIO I","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Urb Palacios Del Rio I, PR","NA-US-PR-URB PALACIOS DEL RIO I","false",,,,
2779,"00953","STANDARD","URB PALACIOS DEL RIO II","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Urb Palacios Del Rio Ii, PR","NA-US-PR-URB PALACIOS DEL RIO II","false",,,,
2780,"00953","STANDARD","URB PALACIOS REALES","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Urb Palacios Reales, PR","NA-US-PR-URB PALACIOS REALES","false",,,,
2781,"00953","STANDARD","URB PLAZA DE LA FUENTE","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Urb Plaza De La Fuente, PR","NA-US-PR-URB PLAZA DE LA FUENTE","false",,,,
2782,"00953","STANDARD","URB PORTOBELLO","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Urb Portobello, PR","NA-US-PR-URB PORTOBELLO","false",,,,
2783,"00953","STANDARD","URB SAN FERNANDO","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Urb San Fernando, PR","NA-US-PR-URB SAN FERNANDO","false",,,,
2784,"00953","STANDARD","URB TOA ALTA HTS","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Urb Toa Alta Hts, PR","NA-US-PR-URB TOA ALTA HTS","false",,,,
2785,"00953","STANDARD","URB TOALINDA","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Urb Toalinda, PR","NA-US-PR-URB TOALINDA","false",,,,
2786,"00953","STANDARD","URB TOWN HLS","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Urb Town Hls, PR","NA-US-PR-URB TOWN HLS","false",,,,
2787,"00953","STANDARD","URB VEREDAS DEL RIO II","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Urb Veredas Del Rio Ii, PR","NA-US-PR-URB VEREDAS DEL RIO II","false",,,,
2788,"00953","STANDARD","URB WOODBRIDGE PK","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Urb Woodbridge Pk, PR","NA-US-PR-URB WOODBRIDGE PK","false",,,,
2789,"00953","STANDARD","VALLE DEL PARAISO","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Valle Del Paraiso, PR","NA-US-PR-VALLE DEL PARAISO","false",,,,
2790,"00953","STANDARD","VILLA DEL MONTE","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Villa Del Monte, PR","NA-US-PR-VILLA DEL MONTE","false",,,,
2791,"00953","STANDARD","VILLA MATILDE","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Villa Matilde, PR","NA-US-PR-VILLA MATILDE","false",,,,
2792,"00953","STANDARD","VISTAS DEL RIO III","PR","NOT ACCEPTABLE",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Vistas Del Rio Iii, PR","NA-US-PR-VISTAS DEL RIO III","false",,,,
2793,"00954","PO BOX","TOA ALTA","PR","PRIMARY",18.39,-66.25,0.38,-0.86,0.31,"NA","US","Toa Alta, PR","NA-US-PR-TOA ALTA","false",,,,
2794,"00949","STANDARD","TOA BAJA","PR","PRIMARY",18.44,-66.25,0.38,-0.86,0.31,"NA","US","Toa Baja, PR","NA-US-PR-TOA BAJA","false",,,,
2795,"00949","STANDARD","LEVITTOWN","PR","ACCEPTABLE",18.44,-66.25,0.38,-0.86,0.31,"NA","US","Levittown, PR","NA-US-PR-LEVITTOWN","false",,,,
2796,"00949","STANDARD","ALT HACIENDA DORADA","PR","NOT ACCEPTABLE",18.44,-66.25,0.38,-0.86,0.31,"NA","US","Alt Hacienda Dorada, PR","NA-US-PR-ALT HACIENDA DORADA","false",,,,
2797,"00949","STANDARD","ALTS DE COVADONGA","PR","NOT ACCEPTABLE",18.44,-66.25,0.38,-0.86,0.31,"NA","US","Alts De Covadonga, PR","NA-US-PR-ALTS DE COVADONGA","false",,,,
2798,"00949","STANDARD","BO CAMPANILLA","PR","NOT ACCEPTABLE",18.44,-66.25,0.38,-0.86,0.31,"NA","US","Bo Campanilla, PR","NA-US-PR-BO CAMPANILLA","false",,,,
2799,"00949","STANDARD","BO PALO SECO","PR","NOT ACCEPTABLE",18.44,-66.25,0.38,-0.86,0.31,"NA","US","Bo Palo Seco, PR","NA-US-PR-BO PALO SECO","false",,,,
2800,"00949","STANDARD","BRISAS DE CAMPANERO","PR","NOT ACCEPTABLE",18.44,-66.25,0.38,-0.86,0.31,"NA","US","Brisas De Campanero, PR","NA-US-PR-BRISAS DE CAMPANERO","false",,,,
2801,"00949","STANDARD","COMUNIDAD PUNTA SALINAS","PR","NOT ACCEPTABLE",18.44,-66.25,0.38,-0.86,0.31,"NA","US","Comunidad Punta Salinas, PR","NA-US-PR-COMUNIDAD PUNTA SALINAS","false",,,,
2802,"00949","STANDARD","EXT LA INMACULADA","PR","NOT ACCEPTABLE",18.44,-66.25,0.38,-0.86,0.31,"NA","US","Ext La Inmaculada, PR","NA-US-PR-EXT LA INMACULADA","false",,,,
2803,"00949","STANDARD","EXT LAGOS DE PLATA","PR","NOT ACCEPTABLE",18.44,-66.25,0.38,-0.86,0.31,"NA","US","Ext Lagos De Plata, PR","NA-US-PR-EXT LAGOS DE PLATA","false",,,,
2804,"00949","STANDARD","HACIENDA DEL NORTE","PR","NOT ACCEPTABLE",18.44,-66.25,0.38,-0.86,0.31,"NA","US","Hacienda Del Norte, PR","NA-US-PR-HACIENDA DEL NORTE","false",,,,
2805,"00949","STANDARD","HACIENDA DEL NORTE 2","PR","NOT ACCEPTABLE",18.44,-66.25,0.38,-0.86,0.31,"NA","US","Hacienda Del Norte 2, PR","NA-US-PR-HACIENDA DEL NORTE 2","false",,,,
2806,"00949","STANDARD","MANS DEL LAGO","PR","NOT ACCEPTABLE",18.44,-66.25,0.38,-0.86,0.31,"NA","US","Mans Del Lago, PR","NA-US-PR-MANS DEL LAGO","false",,,,
