"RecordNumber","Zipcode","ZipCodeType","City","State","LocationType","Lat","Long","Xaxis","Yaxis","Zaxis","WorldRegion","Country","LocationText","Location","Decommisioned","TaxReturnsFiled","EstimatedPopulation","TotalWages","Notes"
341,"00612","STANDARD","VILLA LUCIA","PR","NOT ACCEPTABLE",18.45,-66.73,0.37,-0.87,0.31,"NA","US","Villa Lucia, PR","NA-US-PR-VILLA LUCIA","false",,,,
342,"00612","STANDARD","VILLA SERENA","PR","NOT ACCEPTABLE",18.45,-66.73,0.37,-0.87,0.31,"NA","US","Villa Serena, PR","NA-US-PR-VILLA SERENA","false",,,,
343,"00612","STANDARD","VILLA TOLEDO","PR","NOT ACCEPTABLE",18.45,-66.73,0.37,-0.87,0.31,"NA","US","Villa Toledo, PR","NA-US-PR-VILLA TOLEDO","false",,,,
344,"00612","STANDARD","VILLAS DEL CAPITAN","PR","NOT ACCEPTABLE",18.45,-66.73,0.37,-0.87,0.31,"NA","US","Villas Del Capitan, PR","NA-US-PR-VILLAS DEL CAPITAN","false",,,,
345,"00612","STANDARD","VILLAS DEL SOL","PR","NOT ACCEPTABLE",18.45,-66.73,0.37,-0.87,0.31,"NA","US","Villas Del Sol, PR","NA-US-PR-VILLAS DEL SOL","false",,,,
346,"00612","STANDARD","VISTA AZUL","PR","NOT ACCEPTABLE",18.45,-66.73,0.37,-0.87,0.31,"NA","US","Vista Azul, PR","NA-US-PR-VISTA AZUL","false",,,,
347,"00612","STANDARD","VISTA DEL ATLANTICO","PR","NOT ACCEPTABLE",18.45,-66.73,0.37,-0.87,0.31,"NA","US","Vista Del Atlantico, PR","NA-US-PR-VISTA DEL ATLANTICO","false",,,,
348,"00613","PO BOX","ARECIBO","PR","PRIMARY",18.45,-66.73,0.37,-0.87,0.31,"NA","US","Arecibo, PR","NA-US-PR-ARECIBO","false",,,,
349,"00614","PO BOX","ARECIBO","PR","PRIMARY",18.45,-66.73,0.37,-0.87,0.31,"NA","US","Arecibo, PR","NA-US-PR-ARECIBO","false",,,,
350,"00714","STANDARD","ARROYO","PR","PRIMARY",17.97,-66.06,0.38,-0.86,0.30,"NA","US","Arroyo, PR","NA-US-PR-ARROYO","false",,,,
351,"00714","STANDARD","EXT JARD DE ARROYO","PR","NOT ACCEPTABLE",17.97,-66.06,0.38,-0.86,0.30,"NA","US","Ext Jard De Arroyo, PR","NA-US-PR-EXT JARD DE ARROYO","false",,,,
352,"00714","STANDARD","JARD DE ARROYO","PR","NOT ACCEPTABLE",17.97,-66.06,0.38,-0.86,0.30,"NA","US","Jard De Arroyo, PR","NA-US-PR-JARD DE ARROYO","false",,,,
353,"00714","STANDARD","JARD DE LAFAYETTE","PR","NOT ACCEPTABLE",17.97,-66.06,0.38,-0.86,0.30,"NA","US","Jard De Lafayette, PR","NA-US-PR-JARD DE LAFAYETTE","false",,,,
354,"00714","STANDARD","PARQ DE GUASIMAS","PR","NOT ACCEPTABLE",17.97,-66.06,0.38,-0.86,0.30,"NA","US","Parq De Guasimas, PR","NA-US-PR-PARQ DE GUASIMAS","false",,,,
355,"00714","STANDARD","QTAS DE GUASIMA","PR","NOT ACCEPTABLE",17.97,-66.06,0.38,-0.86,0.30,"NA","US","Qtas De Guasima, PR","NA-US-PR-QTAS DE GUASIMA","false",,,,
356,"00714","STANDARD","REPTO BELLO MAR","PR","NOT ACCEPTABLE",17.97,-66.06,0.38,-0.86,0.30,"NA","US","Repto Bello Mar, PR","NA-US-PR-REPTO BELLO MAR","false",,,,
357,"00714","STANDARD","URB ARROYO DEL MAR","PR","NOT ACCEPTABLE",17.97,-66.06,0.38,-0.86,0.30,"NA","US","Urb Arroyo Del Mar, PR","NA-US-PR-URB ARROYO DEL MAR","false",,,,
358,"00714","STANDARD","URB BELINDA","PR","NOT ACCEPTABLE",17.97,-66.06,0.38,-0.86,0.30,"NA","US","Urb Belinda, PR","NA-US-PR-URB BELINDA","false",,,,
359,"00714","STANDARD","URB LAS 500","PR","NOT ACCEPTABLE",17.97,-66.06,0.38,-0.86,0.30,"NA","US","Urb Las 500, PR","NA-US-PR-URB LAS 500","false",,,,
360,"00714","STANDARD","URB MIRAMAR 1","PR","NOT ACCEPTABLE",17.97,-66.06,0.38,-0.86,0.30,"NA","US","Urb Miramar 1, PR","NA-US-PR-URB MIRAMAR 1","false",,,,
361,"00714","STANDARD","URB PALMAR 2","PR","NOT ACCEPTABLE",17.97,-66.06,0.38,-0.86,0.30,"NA","US","Urb Palmar 2, PR","NA-US-PR-URB PALMAR 2","false",,,,
362,"00714","STANDARD","URB SAN ANTONIO","PR","NOT ACCEPTABLE",17.97,-66.06,0.38,-0.86,0.30,"NA","US","Urb San Antonio, PR","NA-US-PR-URB SAN ANTONIO","false",,,,
363,"00714","STANDARD","VILLAS DE LAFAYETTE","PR","NOT ACCEPTABLE",17.97,-66.06,0.38,-0.86,0.30,"NA","US","Villas De Lafayette, PR","NA-US-PR-VILLAS DE LAFAYETTE","false",,,,
364,"00616","STANDARD","BAJADERO","PR","PRIMARY",18.40,-66.66,0.37,-0.87,0.31,"NA","US","Bajadero, PR","NA-US-PR-BAJADERO","false",,,,
365,"00616","STANDARD","BRISAS DEL VALLE","PR","NOT ACCEPTABLE",18.40,-66.66,0.37,-0.87,0.31,"NA","US","Brisas Del Valle, PR","NA-US-PR-BRISAS DEL VALLE","false",,,,
366,"00617","STANDARD","BARCELONETA","PR","PRIMARY",18.45,-66.53,0.37,-0.87,0.31,"NA","US","Barceloneta, PR","NA-US-PR-BARCELONETA","false",,,,
367,"00617","STANDARD","BDA CATALANA","PR","NOT ACCEPTABLE",18.45,-66.53,0.37,-0.87,0.31,"NA","US","Bda Catalana, PR","NA-US-PR-BDA CATALANA","false",,,,
368,"00617","STANDARD","BRISAS DE LLANADAS","PR","NOT ACCEPTABLE",18.45,-66.53,0.37,-0.87,0.31,"NA","US","Brisas De Llanadas, PR","NA-US-PR-BRISAS DE LLANADAS","false",,,,
369,"00617","STANDARD","BRISAS DEL MONTE","PR","NOT ACCEPTABLE",18.45,-66.53,0.37,-0.87,0.31,"NA","US","Brisas Del Monte, PR","NA-US-PR-BRISAS DEL MONTE","false",,,,
370,"00617","STANDARD","EST DE BARCELONETA","PR","NOT ACCEPTABLE",18.45,-66.53,0.37,-0.87,0.31,"NA","US","Est De Barceloneta, PR","NA-US-PR-EST DE BARCELONETA","false",,,,
371,"00617","STANDARD","EST DE FLORIDA","PR","NOT ACCEPTABLE",18.45,-66.53,0.37,-0.87,0.31,"NA","US","Est De Florida, PR","NA-US-PR-EST DE FLORIDA","false",,,,
372,"00617","STANDARD","EXT EST DE IMBERY","PR","NOT ACCEPTABLE",18.45,-66.53,0.37,-0.87,0.31,"NA","US","Ext Est De Imbery, PR","NA-US-PR-EXT EST DE IMBERY","false",,,,
373,"00617","STANDARD","EXT PARC PUNTA PALMAS","PR","NOT ACCEPTABLE",18.45,-66.53,0.37,-0.87,0.31,"NA","US","Ext Parc Punta Palmas, PR","NA-US-PR-EXT PARC PUNTA PALMAS","false",,,,
374,"00617","STANDARD","PARC GARROCHALES","PR","NOT ACCEPTABLE",18.45,-66.53,0.37,-0.87,0.31,"NA","US","Parc Garrochales, PR","NA-US-PR-PARC GARROCHALES","false",,,,
375,"00617","STANDARD","PARC IMBERY","PR","NOT ACCEPTABLE",18.45,-66.53,0.37,-0.87,0.31,"NA","US","Parc Imbery, PR","NA-US-PR-PARC IMBERY","false",,,,
376,"00617","STANDARD","PARC MAGUEYES","PR","NOT ACCEPTABLE",18.45,-66.53,0.37,-0.87,0.31,"NA","US","Parc Magueyes, PR","NA-US-PR-PARC MAGUEYES","false",,,,
377,"00617","STANDARD","PARC PALENQUE","PR","NOT ACCEPTABLE",18.45,-66.53,0.37,-0.87,0.31,"NA","US","Parc Palenque, PR","NA-US-PR-PARC PALENQUE","false",,,,
378,"00617","STANDARD","PARC PUNTA PALMAS","PR","NOT ACCEPTABLE",18.45,-66.53,0.37,-0.87,0.31,"NA","US","Parc Punta Palmas, PR","NA-US-PR-PARC PUNTA PALMAS","false",,,,
379,"00617","STANDARD","PARC TIBURON","PR","NOT ACCEPTABLE",18.45,-66.53,0.37,-0.87,0.31,"NA","US","Parc Tiburon, PR","NA-US-PR-PARC TIBURON","false",,,,
380,"00617","STANDARD","REPTO LAS LLANADAS","PR","NOT ACCEPTABLE",18.45,-66.53,0.37,-0.87,0.31,"NA","US","Repto Las Llanadas, PR","NA-US-PR-REPTO LAS LLANADAS","false",,,,
381,"00617","STANDARD","URB CATALUNA","PR","NOT ACCEPTABLE",18.45,-66.53,0.37,-0.87,0.31,"NA","US","Urb Cataluna, PR","NA-US-PR-URB CATALUNA","false",,,,
382,"00617","STANDARD","URB CIMARRONA CT","PR","NOT ACCEPTABLE",18.45,-66.53,0.37,-0.87,0.31,"NA","US","Urb Cimarrona Ct, PR","NA-US-PR-URB CIMARRONA CT","false",,,,
383,"00617","STANDARD","URB LAS DELICIAS","PR","NOT ACCEPTABLE",18.45,-66.53,0.37,-0.87,0.31,"NA","US","Urb Las Delicias, PR","NA-US-PR-URB LAS DELICIAS","false",,,,
384,"00617","STANDARD","URB LAS PRADERAS","PR","NOT ACCEPTABLE",18.45,-66.53,0.37,-0.87,0.31,"NA","US","Urb Las Praderas, PR","NA-US-PR-URB LAS PRADERAS","false",,,,
385,"00617","STANDARD","URB ORTEGA","PR","NOT ACCEPTABLE",18.45,-66.53,0.37,-0.87,0.31,"NA","US","Urb Ortega, PR","NA-US-PR-URB ORTEGA","false",,,,
386,"00617","STANDARD","URB PLAZUELA ESTATES","PR","NOT ACCEPTABLE",18.45,-66.53,0.37,-0.87,0.31,"NA","US","Urb Plazuela Estates, PR","NA-US-PR-URB PLAZUELA ESTATES","false",,,,
387,"00617","STANDARD","URB SOL NACIENTE","PR","NOT ACCEPTABLE",18.45,-66.53,0.37,-0.87,0.31,"NA","US","Urb Sol Naciente, PR","NA-US-PR-URB SOL NACIENTE","false",,,,
388,"00617","STANDARD","VILLA BARCELONA","PR","NOT ACCEPTABLE",18.45,-66.53,0.37,-0.87,0.31,"NA","US","Villa Barcelona, PR","NA-US-PR-VILLA BARCELONA","false",,,,
389,"00617","STANDARD","VILLA CENTRAL","PR","NOT ACCEPTABLE",18.45,-66.53,0.37,-0.87,0.31,"NA","US","Villa Central, PR","NA-US-PR-VILLA CENTRAL","false",,,,
390,"00617","STANDARD","VILLA GEORGETTI","PR","NOT ACCEPTABLE",18.45,-66.53,0.37,-0.87,0.31,"NA","US","Villa Georgetti, PR","NA-US-PR-VILLA GEORGETTI","false",,,,
391,"00617","STANDARD","VILLAS DE LA SABANA","PR","NOT ACCEPTABLE",18.45,-66.53,0.37,-0.87,0.31,"NA","US","Villas De La Sabana, PR","NA-US-PR-VILLAS DE LA SABANA","false",,,,
392,"00794","STANDARD","BARRANQUITAS","PR","PRIMARY",18.18,-66.30,0.38,-0.86,0.31,"NA","US","Barranquitas, PR","NA-US-PR-BARRANQUITAS","false",,,,
393,"00794","STANDARD","BDA ALEMANIA","PR","NOT ACCEPTABLE",18.18,-66.30,0.38,-0.86,0.31,"NA","US","Bda Alemania, PR","NA-US-PR-BDA ALEMANIA","false",,,,
394,"00794","STANDARD","URB SAN CRISTOBAL","PR","NOT ACCEPTABLE",18.18,-66.30,0.38,-0.86,0.31,"NA","US","Urb San Cristobal, PR","NA-US-PR-URB SAN CRISTOBAL","false",,,,
395,"00794","STANDARD","VISTAS DE MONTECIELO","PR","NOT ACCEPTABLE",18.18,-66.30,0.38,-0.86,0.31,"NA","US","Vistas De Montecielo, PR","NA-US-PR-VISTAS DE MONTECIELO","false",,,,
396,"00622","STANDARD","BOQUERON","PR","PRIMARY",17.99,-67.15,0.36,-0.87,0.30,"NA","US","Boqueron, PR","NA-US-PR-BOQUERON","false",,,,
397,"00622","STANDARD","VILLA TAINA","PR","NOT ACCEPTABLE",17.99,-67.15,0.36,-0.87,0.30,"NA","US","Villa Taina, PR","NA-US-PR-VILLA TAINA","false",,,,
398,"00623","STANDARD","CABO ROJO","PR","PRIMARY",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Cabo Rojo, PR","NA-US-PR-CABO ROJO","false",,,,
399,"00623","STANDARD","ALTS DE JOYUDA","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Alts De Joyuda, PR","NA-US-PR-ALTS DE JOYUDA","false",,,,
400,"00623","STANDARD","ALTS DEL MAR","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Alts Del Mar, PR","NA-US-PR-ALTS DEL MAR","false",,,,
401,"00623","STANDARD","BO BALLAJA","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Bo Ballaja, PR","NA-US-PR-BO BALLAJA","false",,,,
402,"00623","STANDARD","BO MONTE GRANDE","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Bo Monte Grande, PR","NA-US-PR-BO MONTE GRANDE","false",,,,
403,"00623","STANDARD","EST DE MIRAMAR","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Est De Miramar, PR","NA-US-PR-EST DE MIRAMAR","false",,,,
404,"00623","STANDARD","EST REALES","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Est Reales, PR","NA-US-PR-EST REALES","false",,,,
405,"00623","STANDARD","EXT ELIZABETH","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Ext Elizabeth, PR","NA-US-PR-EXT ELIZABETH","false",,,,
406,"00623","STANDARD","EXT LA CONCEPCION","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Ext La Concepcion, PR","NA-US-PR-EXT LA CONCEPCION","false",,,,
407,"00623","STANDARD","EXT PARC ELIZABETH","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Ext Parc Elizabeth, PR","NA-US-PR-EXT PARC ELIZABETH","false",,,,
408,"00623","STANDARD","EXT SIERRA LINDA","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Ext Sierra Linda, PR","NA-US-PR-EXT SIERRA LINDA","false",,,,
409,"00623","STANDARD","HACIENDAS DE BELVEDERE","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Haciendas De Belvedere, PR","NA-US-PR-HACIENDAS DE BELVEDERE","false",,,,
410,"00623","STANDARD","HACIENDAS DE CABO ROJO","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Haciendas De Cabo Rojo, PR","NA-US-PR-HACIENDAS DE CABO ROJO","false",,,,
411,"00623","STANDARD","HACIENDAS DE MIRAMAR","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Haciendas De Miramar, PR","NA-US-PR-HACIENDAS DE MIRAMAR","false",,,,
412,"00623","STANDARD","JARD DEL PUERTO","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Jard Del Puerto, PR","NA-US-PR-JARD DEL PUERTO","false",,,,
413,"00623","STANDARD","MANS DE CABO ROJO","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Mans De Cabo Rojo, PR","NA-US-PR-MANS DE CABO ROJO","false",,,,
414,"00623","STANDARD","MANSIONES","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Mansiones, PR","NA-US-PR-MANSIONES","false",,,,
415,"00623","STANDARD","PARC BETANCES","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Parc Betances, PR","NA-US-PR-PARC BETANCES","false",,,,
416,"00623","STANDARD","PARC ELIZABETH","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Parc Elizabeth, PR","NA-US-PR-PARC ELIZABETH","false",,,,
417,"00623","STANDARD","PARC LAS MARGARITAS","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Parc Las Margaritas, PR","NA-US-PR-PARC LAS MARGARITAS","false",,,,
418,"00623","STANDARD","PARC LAS 35","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Parc Las 35, PR","NA-US-PR-PARC LAS 35","false",,,,
419,"00623","STANDARD","PARC PUERTO REAL","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Parc Puerto Real, PR","NA-US-PR-PARC PUERTO REAL","false",,,,
420,"00623","STANDARD","QTAS DE CABO ROJO","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Qtas De Cabo Rojo, PR","NA-US-PR-QTAS DE CABO ROJO","false",,,,
421,"00623","STANDARD","REPTO MIRADERO","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Repto Miradero, PR","NA-US-PR-REPTO MIRADERO","false",,,,
422,"00623","STANDARD","REPTO OLIVERAS","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Repto Oliveras, PR","NA-US-PR-REPTO OLIVERAS","false",,,,
423,"00623","STANDARD","URB ALTA VISTA","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Urb Alta Vista, PR","NA-US-PR-URB ALTA VISTA","false",,,,
424,"00623","STANDARD","URB ANA MARIA","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Urb Ana Maria, PR","NA-US-PR-URB ANA MARIA","false",,,,
425,"00623","STANDARD","URB BORINQUEN","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Urb Borinquen, PR","NA-US-PR-URB BORINQUEN","false",,,,
426,"00623","STANDARD","URB EL RETIRO","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Urb El Retiro, PR","NA-US-PR-URB EL RETIRO","false",,,,
427,"00623","STANDARD","URB ELIZABETH","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Urb Elizabeth, PR","NA-US-PR-URB ELIZABETH","false",,,,
428,"00623","STANDARD","URB KOFRESI","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Urb Kofresi, PR","NA-US-PR-URB KOFRESI","false",,,,
429,"00623","STANDARD","URB LA CONCEPCION","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Urb La Concepcion, PR","NA-US-PR-URB LA CONCEPCION","false",,,,
430,"00623","STANDARD","URB MONTE GRANDE","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Urb Monte Grande, PR","NA-US-PR-URB MONTE GRANDE","false",,,,
431,"00623","STANDARD","URB MONTESOL","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Urb Montesol, PR","NA-US-PR-URB MONTESOL","false",,,,
432,"00623","STANDARD","URB RAMIREZ","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Urb Ramirez, PR","NA-US-PR-URB RAMIREZ","false",,,,
433,"00623","STANDARD","URB REMANSO DE CABO ROJO","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Urb Remanso De Cabo Rojo, PR","NA-US-PR-URB REMANSO DE CABO ROJO","false",,,,
434,"00623","STANDARD","URB SAN MIGUEL","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Urb San Miguel, PR","NA-US-PR-URB SAN MIGUEL","false",,,,
435,"00623","STANDARD","URB SIERRA LINDA","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Urb Sierra Linda, PR","NA-US-PR-URB SIERRA LINDA","false",,,,
436,"00623","STANDARD","VILLA AIDA","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Villa Aida, PR","NA-US-PR-VILLA AIDA","false",,,,
437,"00623","STANDARD","VILLA DEL CARMEN","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Villa Del Carmen, PR","NA-US-PR-VILLA DEL CARMEN","false",,,,
438,"00623","STANDARD","VILLA LUISA","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Villa Luisa, PR","NA-US-PR-VILLA LUISA","false",,,,
439,"00623","STANDARD","VILLAS DE PLAN BONITO","PR","NOT ACCEPTABLE",18.08,-67.14,0.36,-0.87,0.31,"NA","US","Villas De Plan Bonito, PR","NA-US-PR-VILLAS DE PLAN BONITO","false",,,,
440,"00725","STANDARD","CAGUAS","PR","PRIMARY",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Caguas, PR","NA-US-PR-CAGUAS","false",,,,
441,"00725","STANDARD","ALT DE CAGUAS","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Alt De Caguas, PR","NA-US-PR-ALT DE CAGUAS","false",,,,
442,"00725","STANDARD","ALT DEL TURABO","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Alt Del Turabo, PR","NA-US-PR-ALT DEL TURABO","false",,,,
443,"00725","STANDARD","BDA MORALES","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Bda Morales, PR","NA-US-PR-BDA MORALES","false",,,,
444,"00725","STANDARD","BOSQUES DE LA SIERRA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Bosques De La Sierra, PR","NA-US-PR-BOSQUES DE LA SIERRA","false",,,,
445,"00725","STANDARD","BRISAS DEL PARQUE I","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Brisas Del Parque I, PR","NA-US-PR-BRISAS DEL PARQUE I","false",,,,
446,"00725","STANDARD","BRISAS DEL PARQUE II","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Brisas Del Parque Ii, PR","NA-US-PR-BRISAS DEL PARQUE II","false",,,,
447,"00725","STANDARD","EST EL VERDE","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Est El Verde, PR","NA-US-PR-EST EL VERDE","false",,,,
448,"00725","STANDARD","EXT CAGUAX","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Ext Caguax, PR","NA-US-PR-EXT CAGUAX","false",,,,
449,"00725","STANDARD","EXT EL VERDE","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Ext El Verde, PR","NA-US-PR-EXT EL VERDE","false",,,,
450,"00725","STANDARD","EXT LA GRANJA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Ext La Granja, PR","NA-US-PR-EXT LA GRANJA","false",,,,
451,"00725","STANDARD","EXT VILLA BLANCA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Ext Villa Blanca, PR","NA-US-PR-EXT VILLA BLANCA","false",,,,
452,"00725","STANDARD","HACIENDA BORINQUEN","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Hacienda Borinquen, PR","NA-US-PR-HACIENDA BORINQUEN","false",,,,
453,"00725","STANDARD","JARD PLA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Jard Pla, PR","NA-US-PR-JARD PLA","false",,,,
454,"00725","STANDARD","LOMAS DE LA SERRANIA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Lomas De La Serrania, PR","NA-US-PR-LOMAS DE LA SERRANIA","false",,,,
455,"00725","STANDARD","PARQ LAS MERCEDES","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Parq Las Mercedes, PR","NA-US-PR-PARQ LAS MERCEDES","false",,,,
456,"00725","STANDARD","PASEO DEL RIO","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Paseo Del Rio, PR","NA-US-PR-PASEO DEL RIO","false",,,,
457,"00725","STANDARD","QTAS DE SAN LUIS 1","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Qtas De San Luis 1, PR","NA-US-PR-QTAS DE SAN LUIS 1","false",,,,
458,"00725","STANDARD","QTAS DE SAN LUIS 2","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Qtas De San Luis 2, PR","NA-US-PR-QTAS DE SAN LUIS 2","false",,,,
459,"00725","STANDARD","QTAS DE VILLA BLANCA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Qtas De Villa Blanca, PR","NA-US-PR-QTAS DE VILLA BLANCA","false",,,,
460,"00725","STANDARD","REPTO CAGUAX","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Repto Caguax, PR","NA-US-PR-REPTO CAGUAX","false",,,,
461,"00725","STANDARD","REPTO SOLANO","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Repto Solano, PR","NA-US-PR-REPTO SOLANO","false",,,,
462,"00725","STANDARD","RES BAIROA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Res Bairoa, PR","NA-US-PR-RES BAIROA","false",,,,
463,"00725","STANDARD","TERR DE BORINQUEN","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Terr De Borinquen, PR","NA-US-PR-TERR DE BORINQUEN","false",,,,
464,"00725","STANDARD","URB BALCONES LAS CATALINAS","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Balcones Las Catalinas, PR","NA-US-PR-URB BALCONES LAS CATALINAS","false",,,,
465,"00725","STANDARD","URB BATISTA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Batista, PR","NA-US-PR-URB BATISTA","false",,,,
466,"00725","STANDARD","URB BILLY SUAREZ","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Billy Suarez, PR","NA-US-PR-URB BILLY SUAREZ","false",,,,
467,"00725","STANDARD","URB BONNEVILLE GDNS","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Bonneville Gdns, PR","NA-US-PR-URB BONNEVILLE GDNS","false",,,,
468,"00725","STANDARD","URB BONNEVILLE TERR","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Bonneville Terr, PR","NA-US-PR-URB BONNEVILLE TERR","false",,,,
469,"00725","STANDARD","URB BORINQUEN VALLEY","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Borinquen Valley, PR","NA-US-PR-URB BORINQUEN VALLEY","false",,,,
470,"00725","STANDARD","URB BROOKLYN","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Brooklyn, PR","NA-US-PR-URB BROOKLYN","false",,,,
471,"00725","STANDARD","URB BUNKER","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Bunker, PR","NA-US-PR-URB BUNKER","false",,,,
